observationKey,season,playerId,playerName,teamName,conference,minutes,bartRole,pbpPlayerId,pbpMatchType,ht_inches,usg_%,TS_%,ORB_%,DRB_%,AST_%,FT_%,FT_rate,TP_%,ast_tov,TOV%,rim_pct_of_total_attempts,rim_%,mid_pct_of_total_attempts,mid_%,threePA_per_100,pct_rim_made_assisted,pct_three_made_assisted,pct_total_made_assisted,blk_%,stl_%,pf_per_40,stops_per_40,A0,A1,A2,A3,A4,A5,A6,A7,primaryArchetype,primaryArchetypeLabel,primaryArchetypeWeight,secondaryArchetype,secondaryArchetypeLabel,secondaryArchetypeWeight,unstableArchetypeFlag,stabilityTier,stabilityNote
135235::2026::Lafayette,2026,135235,Ashton Wallace,Lafayette,Pat,40.2413,Combo G,135235,pid_team,75,18.3,33.41,0,17,21.1,100.0,10,0.0,1.00000000,18.2,70.0,28.57,10.0,100.0,3.30805,0.0,0.0,33.33333333333333,0,1.7,4.5,5.948585160022167,0.61627,0.0,0.220435,0.0,0.036326,0.0,0.0,0.126969,A0,Perimeter Spacer,0.61627,A2,Low-Production Player,0.220435,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127747::2026::Lafayette,2026,127747,Folabomi Fayemi,Lafayette,Pat,94.3125,Wing G,127747,pid_team,76,17.1,33.63,11,4,0,44.4,42.9,16.7,0.00000000,15.1,34.78260869565217,50.0,30.434782608695656,14.29,3.88919,75.0,100.0,75.0,0,3.9,8.2,6.787774685222002,0.0,0.0,0.0,0.552621,0.0,0.0,0.092801,0.354578,A3,Two-Way Guard,0.552621,A7,Traditional Big,0.354578,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
78715::2026::Lafayette,2026,78715,Joshua Wyche,Lafayette,Pat,76.6997,Wing F,78715,pid_team,79,9.2,35.35,5.9,22.3,6.8,25.0,50,0.0,1.50000012,17,75.0,50.0,0.0,0.0,1.54731,33.33333333333333,0.0,33.33333333333333,0,2.3,7.3,7.743185436188147,0.0,0.65613,0.095999,0.247871,0.0,0.0,0.0,0.0,A1,Connecting Guard,0.65613,A3,Two-Way Guard,0.247871,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134108::2026::Lafayette,2026,134108,Luke Azzinaro,Lafayette,Pat,13.5835,Wing G,134108,pid_team,77,11.1,0,0,13.1,0,0.0,0,0.0,0.00000000,58,0.0,0.0,0.0,0.0,6.85239,0.0,0.0,0.0,0,0,0,3.441439982331506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,1.0,A0,Perimeter Spacer,0.0,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127750::2026::Lafayette,2026,127750,Malik Rasul,Lafayette,Pat,36.5142,PF/C,127750,pid_team,79,16.7,55.87,4.7,10.2,0,100.0,25,0.0,0.50000000,44.7,75.0,66.67,25.0,0.0,0,0.0,0.0,0.0,0,0,5,3.19941283117253,0.0,0.0,0.341464,0.0,0.658536,0.0,0.0,0.0,A4,Scoring Playmaker,0.658536,A2,Low-Production Player,0.341464,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
78741::2026::Lamar,2026,78741,Jayden Barrs,Lamar,Slnd,59.143,Wing G,78741,pid_team,73,21.6,44.44,2.3,7.7,4.5,0.0,0,40.0,1.60002804,24,33.33333333333333,50.0,38.88888888888889,28.57,6.52561,33.33333333333333,100.0,57.14285714285714,7.7,3.9,5.1,6.494868369883164,0.0,0.38381,0.61619,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,0.61619,A1,Connecting Guard,0.38381,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134201::2026::Lamar,2026,134201,Spencer Ezewiro,Lamar,Slnd,99.54,C,134201,pid_team,81,10.2,19.46,14.5,17.3,9.2,16.7,60,0.0,1.24999998,13.1,63.63636363636363,14.29,27.27272727272727,33.33,0,100.0,0.0,100.0,2.7,2,8.8,6.819168173598553,0.0,0.677011,0.322989,0.0,0.0,0.0,0.0,0.0,A1,Connecting Guard,0.677011,A2,Low-Production Player,0.322989,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
78038::2026::Le Moyne,2026,78038,Ametri Moss,Le Moyne,NEC,27.65,Combo G,78038,pid_team,72,20.6,41.84,6.7,14.5,26.6,100.0,18.2,0.0,4.50000000,15.1,45.45454545454545,60.0,27.27272727272727,33.33,4.6365,66.66666666666666,0.0,50.0,0,1.6,1.1,9.113200723327306,0.0,0.0,0.0,0.0,0.293879,0.0,0.325733,0.380388,A7,Traditional Big,0.380388,A6,Two-Way Forward,0.325733,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
133968::2026::Le Moyne,2026,133968,Josiah Lee,Le Moyne,NEC,75.0945,Scoring PG,133968,pid_team,74,9.6,50.23,0,5.4,5.9,100.0,20,30.0,2.00000000,10.1,0.0,0.0,0.0,0.0,9.65938,0.0,100.0,100.0,0,1.9,4,4.723770715565054,0.454798,0.545202,0.0,0.0,0.0,0.0,0.0,0.0,A1,Connecting Guard,0.545202,A0,Perimeter Spacer,0.454798,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
79272::2026::Le Moyne,2026,79272,Kaelin Thomas,Le Moyne,NEC,6.4,PF/C,79272,pid_team,73,37,0,28.6,0,0,0.0,0,0.0,0.00000000,36.1,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,2.52628125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,1.0,A0,Perimeter Spacer,0.0,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
128097::2026::Le Moyne,2026,128097,Sam Donnelly,Le Moyne,NEC,10.32,PF/C,128097,pid_team,74,19.9,25.64,0,14.1,0,50.0,200,0.0,0.00000000,38.1,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,4.164302325581395,0.0,0.0,0.398311,0.361974,0.239714,0.0,0.0,0.0,A2,Low-Production Player,0.398311,A3,Two-Way Guard,0.361974,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
78907::2026::Le Moyne,2026,78907,Trevor Roe,Le Moyne,NEC,115.9536,Stretch 4,78907,pid_team,80,17.6,54.09,6.5,10.4,7.2,100.0,11.1,33.300000000000004,1.00000000,8.7,19.444444444444446,57.14,5.555555555555555,50.0,13.7567,50.0,100.0,85.71428571428571,0,2.1,3.2,6.496529646341296,0.075497,0.0,0.0,0.270916,0.0,0.249815,0.274292,0.129481,A6,Two-Way Forward,0.274292,A3,Two-Way Guard,0.270916,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
75903::2026::Lehigh,2026,75903,Brendan Reed,Lehigh,Pat,10.3587,Wing G,75903,pid_team,71,12.3,0,0,21.9,0,0.0,0,0.0,0.00000000,0,0.0,0.0,33.33333333333333,0.0,11.0072,0.0,0.0,0.0,0,0,0,6.246575342465754,0.443756,0.0,0.556244,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,0.556244,A0,Perimeter Spacer,0.443756,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
77141::2026::Lehigh,2026,77141,Henri Adiassa,Lehigh,Pat,97.888,C,77141,pid_team,83,7.1,50.42,4.2,8,0,100.0,40,0.0,0.16666667,46.6,33.33333333333333,50.0,50.0,33.33,0,100.0,0.0,66.66666666666666,1.1,0,13.2,4.467636482510624,0.0,0.0,0.550864,0.0,0.0,0.0,0.0,0.449136,A2,Low-Production Player,0.550864,A7,Traditional Big,0.449136,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
78034::2026::Lehigh,2026,78034,Jake Pike,Lehigh,Pat,144.6224,PF/C,78034,pid_team,80,8.8,58.35,5.1,20.1,4.7,66.7,21.4,33.300000000000004,0.57135510,31.9,40.0,66.67,13.333333333333334,50.0,2.40157,50.0,100.0,75.0,3.4,0,4,6.590763256590957,0.280054,0.0,0.517837,0.0,0.0,0.202108,0.0,0.0,A2,Low-Production Player,0.517837,A0,Perimeter Spacer,0.280054,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
77142::2026::Lehigh,2026,77142,Tommy Conniff,Lehigh,Pat,54.075,Wing F,77142,pid_team,83,7.4,50,7.2,9.2,12.6,0.0,0,0.0,1.00000000,46.1,100.0,50.0,0.0,0.0,0,0.0,0.0,0.0,0,3.4,6.1,6.657146555709662,0.0,0.0,0.380764,0.619236,0.0,0.0,0.0,0.0,A3,Two-Way Guard,0.619236,A2,Low-Production Player,0.380764,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134633::2026::Liberty,2026,134633,Brady Kester,Liberty,CUSA,16.2284,C,134633,pid_team,80,10.8,0,0,14.3,0,0.0,0,0.0,0.00000000,67.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,9.4,2.757585467452121,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,1.0,A0,Perimeter Spacer,0.0,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134631::2026::Liberty,2026,134631,Drew Grimes,Liberty,CUSA,44.8848,Scoring PG,134631,pid_team,81,17.2,16.95,5.7,10.1,6.2,50.0,100,0.0,0.49952516,15,50.0,0.0,0.0,0.0,5.21814,0.0,0.0,0.0,0,5.2,3.3,4.228273268456137,0.53781,0.0,0.46219,0.0,0.0,0.0,0.0,0.0,A0,Perimeter Spacer,0.53781,A2,Low-Production Player,0.46219,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
76653::2026::Liberty,2026,76653,JC Shirer Jr.,Liberty,CUSA,19.6668,PF/C,76653,pid_team,75,17.2,33.33,13.6,0,0,0.0,0,0.0,5.00089984,0,100.0,33.33,0.0,0.0,0,100.0,0.0,100.0,0,0,11.9,1.8490593284113326,0.0,0.0,0.281865,0.0,0.0,0.0,0.0,0.718135,A7,Traditional Big,0.718135,A2,Low-Production Player,0.281865,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
126967::2026::Liberty,2026,126967,Ryan Jones Jr.,Liberty,CUSA,118.6656,PF/C,126967,pid_team,80,21.3,41.89,5.6,23.4,0,0.0,0,25.0,0.00000000,8.9,18.91891891891892,57.14,5.405405405405405,50.0,17.5699,50.0,100.0,83.33333333333334,3.4,0.6,10.2,6.058133106814444,0.59935,0.170755,0.229895,0.0,0.0,0.0,0.0,0.0,A0,Perimeter Spacer,0.59935,A2,Low-Production Player,0.229895,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135575::2026::Liberty,2026,135575,TJ Drain,Liberty,CUSA,17.78,C,135575,pid_team,80,29.4,57.55,16.9,0,58.7,0.0,33.3,0.0,2.00000000,0,75.0,66.67,0.0,0.0,0,50.0,0.0,66.66666666666666,13.6,0,0,2.3935208098987624,0.0,0.775757,0.0,0.0,0.224243,0.0,0.0,0.0,A1,Connecting Guard,0.775757,A4,Scoring Playmaker,0.224243,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134634::2026::Liberty,2026,134634,Torr Sorensen,Liberty,CUSA,23.65,Wing G,134634,pid_team,79,14.1,33.33,0,0,0,0.0,0,0.0,0.00000000,0,33.33333333333333,100.0,0.0,0.0,12.3931,100.0,0.0,100.0,0,0,0,1.453170401691332,0.0,0.0,0.537964,0.0,0.0,0.462036,0.0,0.0,A2,Low-Production Player,0.537964,A5,Efficient Play Finisher,0.462036,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
78495::2026::Lindenwood,2026,78495,Jaylon McDaniel,Lindenwood,OVC,16.6,PF/C,78495,pid_team,79,13.8,12.66,6.5,20,0,50.0,66.7,0.0,1.00000000,24.5,66.66666666666666,0.0,33.33333333333333,0.0,0,0.0,0.0,0.0,12.2,0,5,8.314530120481926,0.0,0.0,0.149571,0.320982,0.0,0.0,0.055868,0.473579,A7,Traditional Big,0.473579,A3,Two-Way Guard,0.320982,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
78491::2026::Lindenwood,2026,78491,Jeremiah Talton,Lindenwood,OVC,106.4728,PF/C,78491,pid_team,78,13.5,44.93,3.1,14.7,3.3,88.9,32.1,31.8,6.00110013,3.9,10.714285714285714,0.0,10.714285714285714,0.0,11.7318,0.0,85.71428571428571,85.71428571428571,3.9,1.6,5.9,7.338324905515774,0.664969,0.0,0.0,0.0,0.0,0.0,0.178107,0.156924,A0,Perimeter Spacer,0.664969,A6,Two-Way Forward,0.178107,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135487::2026::Lindenwood,2026,135487,Kevin Anthony,Lindenwood,OVC,121.7505,C,135487,pid_team,82,10.5,51.02,9.5,8.7,0,41.699999999999996,133.3,0.0,0.16681668,26.2,72.72727272727273,62.5,9.090909090909092,0.0,0,60.0,0.0,66.66666666666666,3,0,5.2,4.442199416018825,0.0,0.0,0.320233,0.0,0.0,0.0,0.0,0.679767,A7,Traditional Big,0.679767,A2,Low-Production Player,0.320233,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135619::2026::Lindenwood,2026,135619,Tidiane d'Almeida,Lindenwood,OVC,53.3088,Pure PG,135619,pid_team,73,12.9,25.32,3.6,7.4,20.7,100.0,66.7,0.0,1.42850411,43.3,0.0,0.0,66.66666666666666,0.0,1.88865,0.0,0.0,0.0,0,1.9,1.4,3.247291253976829,0.0,0.0,0.563015,0.0,0.436985,0.0,0.0,0.0,A2,Low-Production Player,0.563015,A4,Scoring Playmaker,0.436985,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134094::2026::Lindenwood,2026,134094,Todd Bieg,Lindenwood,OVC,63.9204,PF/C,134094,pid_team,78,1.3,52.63,0,5.6,0,50.0,0,0.0,1.00000000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.9,8.4,4.06017484246031,0.379853,0.620147,0.0,0.0,0.0,0.0,0.0,0.0,A1,Connecting Guard,0.620147,A0,Perimeter Spacer,0.379853,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135454::2026::Lindenwood,2026,135454,William Campbell,Lindenwood,OVC,8.64,PF/C,135454,pid_team,76,11.4,100,27.4,28.2,0,0.0,0,0.0,2.00000000,0,0.0,0.0,100.0,100.0,0,0.0,0.0,0.0,0,0,0,3.2597824074074073,0.0,0.504262,0.0,0.0,0.495738,0.0,0.0,0.0,A1,Connecting Guard,0.504262,A4,Scoring Playmaker,0.495738,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
126659::2026::Lipscomb,2026,126659,Luke Carter,Lipscomb,ASun,21.075,Wing G,126659,pid_team,73,13.9,100,24.1,0,0,0.0,0,100.0,0.00000000,0,33.33333333333333,0.0,0.0,0.0,11.8186,0.0,100.0,100.0,0,0,4.2,1.8093646500593117,0.461081,0.0,0.0,0.0,0.0,0.209309,0.02812,0.301491,A0,Perimeter Spacer,0.461081,A7,Traditional Big,0.301491,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
79333::2026::Little Rock,2026,79333,Christian Hughes,Little Rock,OVC,107.0223,Scoring PG,79333,pid_team,74,7.2,10.03,2,2,5.5,0.0,14.3,16.7,1.66696669,14.4,21.428571428571427,0.0,35.714285714285715,0.0,3.11132,0.0,100.0,100.0,1,3.6,4.9,6.49195541489951,0.0,0.74166,0.25834,0.0,0.0,0.0,0.0,0.0,A1,Connecting Guard,0.74166,A2,Low-Production Player,0.25834,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127553::2026::Little Rock,2026,127553,Joseph Thomas,Little Rock,OVC,125.538,Combo G,127553,pid_team,75,15.7,52.01,3.4,5.9,4.1,80.0,13.2,45.5,0.80005200,14,10.526315789473683,25.0,31.57894736842105,25.0,9.67659,100.0,90.0,71.42857142857143,0,2.2,3.9,5.921808536060795,0.240517,0.0,0.38059,0.377189,0.001704,0.0,0.0,0.0,A2,Low-Production Player,0.38059,A3,Two-Way Guard,0.377189,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
133985::2026::Little Rock,2026,133985,Terrion Burgess,Little Rock,OVC,116.5,Wing F,133985,pid_team,81,13.5,70.41,3.8,10.6,9.7,77.8,40.9,33.300000000000004,1.00000000,18.5,44.0,90.91,20.0,40.0,2.98561,50.0,100.0,52.94117647058824,1,0.5,1.7,5.152034334763949,0.0,0.0,0.0,0.0,0.412459,0.587541,0.0,0.0,A5,Efficient Play Finisher,0.587541,A4,Scoring Playmaker,0.412459,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
76904::2026::Long Beach State,2026,76904,Derrick Michael Xzavierro,Long Beach State,BW,133.8672,C,76904,pid_team,81,17.4,51.67,15.3,19.4,3.9,73.3,78.9,0.0,0.31252109,32.7,65.0,53.849999999999994,15.0,33.33,1.31669,14.285714285714285,0.0,22.22222222222222,4.3,0.4,7.7,6.715670455496194,0.0,0.0,0.189072,0.136182,0.347181,0.0,0.0,0.327565,A4,Scoring Playmaker,0.347181,A7,Traditional Big,0.327565,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
77982::2026::Long Beach State,2026,77982,JJ Chaikovsky,Long Beach State,BW,124.7256,PF/C,77982,pid_team,79,7,30,9.8,14.2,6,0.0,0,0.0,1.66687781,15.2,60.0,50.0,20.0,0.0,1.06949,66.66666666666666,0.0,66.66666666666666,3.1,1.1,9.4,5.748138313225192,0.0,0.623296,0.376704,0.0,0.0,0.0,0.0,0.0,A1,Connecting Guard,0.623296,A2,Low-Production Player,0.376704,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135563::2026::Longwood,2026,135563,Isaiah Kalala,Longwood,BSth,40.6404,C,135563,pid_team,81,9.4,51.72,20.3,12.8,0,75.0,400,0.0,0.50037504,21.4,0.0,0.0,100.0,0.0,0,0.0,0.0,0.0,0,0,7,3.783752128423933,0.0,0.0,0.0,0.0,0.843828,0.0,0.0,0.156172,A4,Scoring Playmaker,0.843828,A7,Traditional Big,0.156172,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134546::2026::Longwood,2026,134546,Jerome Williams,Longwood,BSth,32.97,PF/C,134546,pid_team,72,13.4,30.61,0,5.8,7.6,75.0,133.3,0.0,1.66666660,20.6,66.66666666666666,0.0,33.33333333333333,0.0,0,0.0,0.0,0.0,0,0,5.7,2.9342553836821352,0.060907,0.101157,0.198643,0.007941,0.631352,0.0,0.0,0.0,A4,Scoring Playmaker,0.631352,A2,Low-Production Player,0.198643,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
72972::2026::Longwood,2026,72972,KJ McClurg,Longwood,BSth,42.15,Wing G,72972,pid_team,75,11.2,20.1,3,12.7,8.6,100.0,22.2,0.0,2.00000000,0,44.44444444444444,25.0,0.0,0.0,7.53975,0.0,0.0,0.0,0,1.5,3.1,5.698419928825622,0.259189,0.0,0.016004,0.472416,0.110605,0.0,0.0,0.141787,A3,Two-Way Guard,0.472416,A0,Perimeter Spacer,0.259189,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
78603::2026::Louisiana,2026,78603,Jamyron Keller,Louisiana,SB,59.3,Scoring PG,78603,pid_team,75,34,47.62,1.9,6.7,27,66.7,40,30.8,2.00000000,9.3,13.333333333333334,50.0,43.333333333333336,38.46,13.6986,0.0,75.0,27.27272727272727,2.1,3.2,3.4,6.354711635750421,0.220102,0.337146,0.0,0.0,0.442752,0.0,0.0,0.0,A4,Scoring Playmaker,0.442752,A1,Connecting Guard,0.337146,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135459::2026::Louisiana,2026,135459,Logan Myers,Louisiana,SB,3.6,PF/C,135459,pid_team,75,12.1,0,0,0,0,0.0,0,0.0,0.00000000,0,0.0,0.0,100.0,0.0,0,0.0,0.0,0.0,0,0,0,3.2010555555555555,0.127287,0.0,0.815053,0.0,0.057659,0.0,0.0,0.0,A2,Low-Production Player,0.815053,A0,Perimeter Spacer,0.127287,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127889::2026::Louisiana,2026,127889,Michael Mouton,Louisiana,SB,14.4,PF/C,127889,pid_team,76,14.8,25,0,9.2,28.3,0.0,0,0.0,1.99979997,0,50.0,0.0,50.0,50.0,0,0.0,0.0,0.0,8.5,0,8.3,5.666055555555556,0.0,0.831802,0.0,0.0,0.168198,0.0,0.0,0.0,A1,Connecting Guard,0.831802,A4,Scoring Playmaker,0.168198,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
79119::2026::Louisiana Monroe,2026,79119,Ajay Tew,Louisiana Monroe,SB,16.0765,Combo G,79119,pid_team,71,19.4,28.78,0,0,0,50.0,33.3,25.0,0.00000000,0,16.666666666666664,0.0,16.666666666666664,0.0,14.3481,0.0,100.0,100.0,0,0,2.5,3.3667029515130786,0.919523,0.0,0.080477,0.0,0.0,0.0,0.0,0.0,A0,Perimeter Spacer,0.919523,A2,Low-Production Player,0.080477,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135254::2026::Louisiana Monroe,2026,135254,Alex Huguet Carrasco,Louisiana Monroe,SB,100.275,Wing F,135254,pid_team,79,13.6,46.12,10.5,16.2,2.1,33.300000000000004,28.6,33.300000000000004,1.00000000,4.5,33.33333333333333,57.14,9.523809523809524,0.0,7.26722,75.0,75.0,75.0,0,1.2,1.7,5.8314834205933685,0.0,0.0,0.0,0.0,0.0,0.0,0.36144,0.63856,A7,Traditional Big,0.63856,A6,Two-Way Forward,0.36144,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134168::2026::Louisiana Tech,2026,134168,Jermaurhiyun Anderson,Louisiana Tech,CUSA,49.5999,PF/C,134168,pid_team,76,9.9,23.98,6.8,16.2,0,33.300000000000004,33.3,0.0,0.00000000,0,44.44444444444444,50.0,33.33333333333333,0.0,2.44111,50.0,0.0,50.0,8.4,1.2,2.4,7.289095340918026,0.442324,0.111472,0.446205,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,0.446205,A0,Perimeter Spacer,0.442324,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134165::2026::Louisiana Tech,2026,134165,Keegan Rowell,Louisiana Tech,CUSA,33.0,Wing G,134165,pid_team,74,14.6,75,5.5,5.6,0,0.0,0,50.0,0.50000000,41,0.0,0.0,0.0,0.0,12.2055,0.0,50.0,50.0,0,0,7.8,2.6468606060606064,0.286581,0.0,0.713419,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,0.713419,A0,Perimeter Spacer,0.286581,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
72859::2026::Louisiana Tech,2026,72859,William Jeffress,Louisiana Tech,CUSA,110.4,PF/C,72859,pid_team,79,14.9,27.55,10.2,14.7,1.6,66.7,21.4,8.3,0.33333333,11.2,25.0,57.14,32.142857142857146,11.110000000000001,6.73409,0.0,100.0,16.666666666666664,1.3,0,3.7,5.460905797101449,0.036357,0.0,0.188968,0.0,0.161013,0.0,0.389767,0.223895,A6,Two-Way Forward,0.389767,A7,Traditional Big,0.223895,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
77146::2026::Louisville,2026,77146,Cole Sherman,Louisville,ACC,12.0,Pure PG,77146,pid_team,71,37.8,66.67,0,0,21.8,0.0,0,44.4,0.50000000,24.8,0.0,0.0,0.0,0.0,40.2089,0.0,75.0,75.0,0,4.7,3.3,7.377133333333333,0.005731,0.0,0.0,0.994269,0.0,0.0,0.0,0.0,A3,Two-Way Guard,0.994269,A0,Perimeter Spacer,0.005731,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
73085::2026::Louisville,2026,73085,Kasean Pryor,Louisville,ACC,147.8992,Stretch 4,73085,pid_team,82,20.5,47.49,6.3,24,7,50.0,25,22.7,0.54547353,20.5,36.53846153846153,63.160000000000004,13.461538461538462,42.86,8.34524,58.333333333333336,80.0,66.66666666666666,3,3.4,6.5,10.124138602507655,0.083245,0.141196,0.007168,0.768391,0.0,0.0,0.0,0.0,A3,Two-Way Guard,0.768391,A1,Connecting Guard,0.141196,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
76028::2026::Louisville,2026,76028,Spencer Legg,Louisville,ACC,8.6004,PF/C,76028,pid_team,79,20,70.71,27,25,48.1,100.0,50,33.300000000000004,0.66666670,38.2,25.0,100.0,0.0,0.0,20.1044,0.0,100.0,50.0,0,0,0,7.090135342542207,0.0,0.0,0.0,0.011998,0.72282,0.265182,0.0,0.0,A4,Scoring Playmaker,0.72282,A5,Efficient Play Finisher,0.265182,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135327::2026::Louisville,2026,135327,Will Hanke,Louisville,ACC,10.2,PF/C,135327,pid_team,76,14.8,33.33,22.7,21.1,0,0.0,0,0.0,0.00000000,0,100.0,33.33,0.0,0.0,0,100.0,0.0,100.0,10.8,0,3.9,8.557882352941176,0.242504,0.129423,0.322278,0.0,0.0,0.0,0.0,0.305795,A2,Low-Production Player,0.322278,A7,Traditional Big,0.305795,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127477::2026::Loyola Chicago,2026,127477,Brayden Young,Loyola Chicago,A10,53.4996,C,127477,pid_team,81,10,45.2,8.9,15.5,3.5,0.0,100,0.0,0.24992500,45.6,75.0,66.67,0.0,0.0,0,50.0,0.0,66.66666666666666,2.3,1.1,10.5,6.632991648535691,0.0,0.0,0.426107,0.0,0.0,0.0,0.0,0.573893,A7,Traditional Big,0.573893,A2,Low-Production Player,0.426107,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
73787::2026::Loyola Chicago,2026,73787,Dominick Harris,Loyola Chicago,A10,44.3002,Combo G,73787,pid_team,75,20.4,29.5,2.7,8,9,50.0,12.5,21.4,1.00000000,13.4,6.25,0.0,6.25,0.0,19.447,0.0,66.66666666666666,66.66666666666666,0,0,4.5,4.515970582525587,0.790913,0.0,0.209087,0.0,0.0,0.0,0.0,0.0,A0,Perimeter Spacer,0.790913,A2,Low-Production Player,0.209087,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127476::2026::Loyola Chicago,2026,127476,Zachary Royster,Loyola Chicago,A10,20.5,Wing G,127476,pid_team,79,13.4,50,0,11.6,0,0.0,0,25.0,0.00000000,22.1,0.0,0.0,20.0,100.0,12.2238,0.0,100.0,100.0,0,0,0,4.819121951219512,0.672639,0.0,0.327361,0.0,0.0,0.0,0.0,0.0,A0,Perimeter Spacer,0.672639,A2,Low-Production Player,0.327361,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
